Device Name,4R
Device Model,Kestrel DROP 2
Serial Number,3076484
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
yyyy-MM-dd hh:mm:ss a,°C,%,°C,°C
2025-07-17 06:30:00 PM,20.9,90.7,21.7,19.3,point
2025-07-17 07:00:00 PM,20.4,90.8,21.1,18.9,point
2025-07-17 07:30:00 PM,19.9,89.8,20.3,18.2,point
2025-07-17 08:00:00 PM,18.7,92.8,19.2,17.5,point
2025-07-17 08:30:00 PM,18.2,93.9,18.7,17.2,point
2025-07-17 09:00:00 PM,17.7,93.4,18.0,16.6,point
2025-07-17 09:30:00 PM,17.3,93.6,17.6,16.2,point
2025-07-17 10:00:00 PM,17.1,94.8,17.5,16.2,point
2025-07-17 10:30:00 PM,17.0,94.8,17.5,16.2,point
2025-07-17 11:00:00 PM,17.0,95.1,17.5,16.2,point
2025-07-17 11:30:00 PM,17.0,95.2,17.5,16.2,point
2025-07-18 12:00:00 AM,17.0,95.1,17.5,16.2,point
2025-07-18 12:30:00 AM,17.0,95.8,17.6,16.3,point
2025-07-18 01:00:00 AM,19.4,95.0,20.1,18.6,point
2025-07-18 01:30:00 AM,19.6,93.3,20.3,18.5,point
2025-07-18 02:00:00 AM,19.7,92.9,20.4,18.5,point
2025-07-18 02:30:00 AM,19.7,92.4,20.3,18.4,point
2025-07-18 03:00:00 AM,19.7,92.2,20.4,18.4,point
2025-07-18 03:30:00 AM,19.7,91.7,20.3,18.3,point
2025-07-18 04:00:00 AM,19.7,91.7,20.3,18.3,point
2025-07-18 04:30:00 AM,19.7,91.6,20.3,18.3,point
2025-07-18 05:00:00 AM,19.7,91.4,20.3,18.3,point
2025-07-18 05:30:00 AM,19.7,91.5,20.3,18.3,point
2025-07-18 06:00:00 AM,19.8,91.6,20.3,18.3,point
2025-07-18 06:30:00 AM,19.7,90.8,20.3,18.2,point
2025-07-18 07:00:00 AM,19.8,91.3,20.3,18.3,point
2025-07-18 07:30:00 AM,19.8,91.4,20.3,18.3,point
2025-07-18 08:00:00 AM,20.0,91.6,20.6,18.6,point
2025-07-18 08:30:00 AM,20.4,91.5,21.1,19.0,point
2025-07-18 09:00:00 AM,20.9,91.7,21.7,19.5,point
2025-07-18 09:30:00 AM,21.4,91.2,22.2,19.9,point
2025-07-18 10:00:00 AM,21.7,90.6,22.7,20.1,point
2025-07-18 10:30:00 AM,22.0,89.8,23.0,20.3,point
2025-07-18 11:00:00 AM,22.3,89.1,23.4,20.4,point
2025-07-18 11:30:00 AM,22.6,88.6,23.8,20.6,point
2025-07-18 12:00:00 PM,22.9,87.5,24.2,20.7,point
2025-07-18 12:30:00 PM,23.2,86.3,24.5,20.8,point
2025-07-18 01:00:00 PM,23.6,85.5,24.8,21.0,point
2025-07-18 01:30:00 PM,22.4,80.6,23.1,18.9,point
2025-07-18 02:00:00 PM,21.6,87.2,22.5,19.4,point
2025-07-18 02:30:00 PM,21.2,87.4,22.0,19.1,point
2025-07-18 03:00:00 PM,20.9,87.9,21.5,18.8,point
2025-07-18 03:30:00 PM,20.6,87.5,21.3,18.5,point
2025-07-18 04:00:00 PM,20.4,83.7,20.8,17.5,point
2025-07-18 04:30:00 PM,20.2,79.3,20.4,16.5,point
2025-07-18 05:00:00 PM,20.0,79.9,20.1,16.4,point
2025-07-18 05:30:00 PM,19.4,84.6,19.6,16.7,point
2025-07-18 06:00:00 PM,18.9,85.2,19.0,16.3,point
2025-07-18 06:30:00 PM,18.4,86.0,18.4,16.0,point
2025-07-18 07:00:00 PM,17.9,86.0,17.9,15.6,point
2025-07-18 07:30:00 PM,17.4,86.1,17.3,15.0,point
2025-07-18 08:00:00 PM,16.6,88.7,16.7,14.7,point
2025-07-18 08:30:00 PM,16.2,89.5,16.4,14.5,point
2025-07-18 09:00:00 PM,16.0,89.9,16.1,14.3,point
2025-07-18 09:30:00 PM,15.7,90.6,16.0,14.2,point
2025-07-18 10:00:00 PM,15.6,91.2,15.9,14.2,point
2025-07-18 10:30:00 PM,15.5,91.5,15.8,14.1,point
2025-07-18 11:00:00 PM,15.5,91.5,15.8,14.1,point
2025-07-18 11:30:00 PM,15.6,91.8,15.8,14.2,point
2025-07-19 12:00:00 AM,15.6,92.4,15.9,14.3,point
2025-07-19 12:30:00 AM,15.5,92.0,15.9,14.2,point
2025-07-19 01:00:00 AM,16.8,91.0,17.1,15.3,point
2025-07-19 01:30:00 AM,16.8,89.5,17.0,15.1,point
2025-07-19 02:00:00 AM,16.9,89.4,17.0,15.1,point
2025-07-19 02:30:00 AM,16.9,89.0,17.0,15.1,point
2025-07-19 03:00:00 AM,16.9,89.1,17.1,15.1,point
2025-07-19 03:30:00 AM,16.9,89.3,17.1,15.1,point
2025-07-19 04:00:00 AM,17.0,89.8,17.1,15.3,point
2025-07-19 04:30:00 AM,16.9,89.0,17.0,15.1,point
2025-07-19 05:00:00 AM,16.9,89.3,17.1,15.2,point
2025-07-19 05:30:00 AM,16.9,89.4,17.1,15.2,point
2025-07-19 06:00:00 AM,16.9,89.3,17.1,15.1,point
2025-07-19 06:30:00 AM,16.9,89.4,17.1,15.2,point
2025-07-19 07:00:00 AM,16.9,89.3,17.0,15.1,point
2025-07-19 07:30:00 AM,16.9,89.5,17.0,15.2,point
2025-07-19 08:00:00 AM,17.2,90.3,17.4,15.6,point
2025-07-19 08:30:00 AM,17.7,91.2,18.0,16.2,point
2025-07-19 09:00:00 AM,18.1,90.9,18.4,16.6,point
2025-07-19 09:30:00 AM,18.6,90.6,18.9,17.0,point
2025-07-19 10:00:00 AM,18.9,90.4,19.4,17.3,point
2025-07-19 10:30:00 AM,19.3,90.2,19.7,17.6,point
2025-07-19 11:00:00 AM,19.5,89.3,20.0,17.7,point
2025-07-19 11:30:00 AM,19.8,88.3,20.2,17.8,point
2025-07-19 12:00:00 PM,20.1,87.2,20.6,17.9,point
2025-07-19 12:30:00 PM,20.4,85.8,20.8,17.9,point
2025-07-19 01:00:00 PM,20.9,84.7,21.4,18.2,point
2025-07-19 01:30:00 PM,21.2,83.7,21.9,18.4,point
2025-07-19 02:00:00 PM,21.2,83.1,21.9,18.2,point
2025-07-19 02:30:00 PM,21.0,83.1,21.6,18.1,point
2025-07-19 03:00:00 PM,20.7,82.9,21.1,17.7,point
2025-07-19 03:30:00 PM,20.4,83.2,20.8,17.4,point
2025-07-19 04:00:00 PM,20.1,83.6,20.5,17.3,point
2025-07-19 04:30:00 PM,19.9,83.4,20.1,17.0,point
2025-07-19 05:00:00 PM,19.5,83.6,19.8,16.6,point
2025-07-19 05:30:00 PM,19.1,84.0,19.3,16.4,point
2025-07-19 06:00:00 PM,18.6,83.4,18.6,15.8,point
2025-07-19 06:30:00 PM,18.1,84.1,18.1,15.4,point
2025-07-19 07:00:00 PM,17.7,85.1,17.7,15.2,point
2025-07-19 07:30:00 PM,17.3,85.0,17.2,14.7,point
2025-07-19 08:00:00 PM,16.5,88.1,16.6,14.6,point
2025-07-19 08:30:00 PM,16.2,89.1,16.4,14.4,point
2025-07-19 09:00:00 PM,16.0,88.9,16.1,14.1,point
2025-07-19 09:30:00 PM,15.7,89.0,15.9,13.9,point
2025-07-19 10:00:00 PM,15.6,90.0,15.9,14.0,point
2025-07-19 10:30:00 PM,15.5,89.8,15.7,13.8,point
2025-07-19 11:00:00 PM,15.5,89.8,15.7,13.9,point
2025-07-19 11:30:00 PM,15.4,90.2,15.7,13.8,point
2025-07-20 12:00:00 AM,15.5,90.4,15.7,13.9,point
2025-07-20 12:30:00 AM,15.5,90.5,15.7,13.9,point
2025-07-20 01:00:00 AM,16.7,88.7,16.9,14.8,point
2025-07-20 01:30:00 AM,16.9,87.8,16.9,14.8,point
2025-07-20 02:00:00 AM,16.9,87.8,17.0,14.9,point
2025-07-20 02:30:00 AM,16.9,87.8,17.0,14.9,point
2025-07-20 03:00:00 AM,16.9,88.1,17.0,14.9,point
2025-07-20 03:30:00 AM,16.9,87.6,17.0,14.8,point
2025-07-20 04:00:00 AM,16.9,87.7,16.9,14.8,point
2025-07-20 04:30:00 AM,16.9,87.7,17.0,14.9,point
2025-07-20 05:00:00 AM,16.9,87.8,17.0,14.9,point
2025-07-20 05:30:00 AM,16.9,87.7,16.9,14.8,point
2025-07-20 06:00:00 AM,16.9,87.4,16.9,14.8,point
2025-07-20 06:30:00 AM,17.0,88.2,17.1,15.0,point
2025-07-20 07:00:00 AM,16.9,88.2,17.0,14.9,point
2025-07-20 07:30:00 AM,16.9,88.2,17.1,15.0,point
2025-07-20 08:00:00 AM,17.1,88.5,17.3,15.2,point
2025-07-20 08:30:00 AM,17.6,88.1,17.6,15.6,point
2025-07-20 09:00:00 AM,18.0,87.6,18.1,15.9,point
2025-07-20 09:30:00 AM,18.4,87.0,18.6,16.2,point
2025-07-20 10:00:00 AM,18.8,86.2,19.0,16.5,point
2025-07-20 10:30:00 AM,19.1,85.7,19.3,16.6,point
2025-07-20 11:00:00 AM,19.4,85.7,19.7,17.0,point
2025-07-20 11:30:00 AM,19.7,85.5,20.1,17.2,point
2025-07-20 12:00:00 PM,20.1,85.3,20.4,17.5,point
2025-07-20 12:30:00 PM,20.3,84.8,20.8,17.7,point
2025-07-20 01:00:00 PM,20.8,83.9,21.3,17.9,point
2025-07-20 01:30:00 PM,21.2,82.8,21.9,18.2,point
2025-07-20 02:00:00 PM,21.2,81.7,21.8,18.0,point
2025-07-20 02:30:00 PM,21.0,81.6,21.4,17.7,point
2025-07-20 03:00:00 PM,20.8,81.5,21.2,17.5,point
2025-07-20 03:30:00 PM,20.4,81.5,20.8,17.1,point
2025-07-20 04:00:00 PM,20.1,81.8,20.4,16.9,point
2025-07-20 04:30:00 PM,19.9,82.2,20.2,16.8,point
2025-07-20 05:00:00 PM,19.4,82.5,19.5,16.4,point
2025-07-20 05:30:00 PM,19.0,82.8,19.1,16.0,point
2025-07-20 06:00:00 PM,18.6,83.0,18.5,15.6,point
2025-07-20 06:30:00 PM,18.1,83.2,18.1,15.2,point
2025-07-20 07:00:00 PM,17.7,84.2,17.7,15.0,point
2025-07-20 07:30:00 PM,17.2,84.2,17.2,14.6,point
2025-07-20 08:00:00 PM,16.5,86.7,16.6,14.3,point
2025-07-20 08:30:00 PM,16.2,87.7,16.2,14.1,point
2025-07-20 09:00:00 PM,15.9,87.9,16.0,13.9,point
2025-07-20 09:30:00 PM,15.7,88.2,15.9,13.8,point
2025-07-20 10:00:00 PM,15.6,88.5,15.7,13.7,point
2025-07-20 10:30:00 PM,15.6,88.6,15.7,13.7,point
2025-07-20 11:00:00 PM,15.5,88.6,15.7,13.6,point
2025-07-20 11:30:00 PM,15.5,88.5,15.6,13.6,point
2025-07-21 12:00:00 AM,15.5,88.6,15.6,13.6,point
2025-07-21 12:30:00 AM,15.4,88.6,15.6,13.5,point
2025-07-21 01:00:00 AM,16.7,86.5,16.7,14.4,point
2025-07-21 01:30:00 AM,16.8,86.3,16.8,14.5,point
2025-07-21 02:00:00 AM,16.8,86.1,16.8,14.5,point
2025-07-21 02:30:00 AM,16.8,86.8,16.9,14.6,point
2025-07-21 03:00:00 AM,16.9,87.3,16.9,14.8,point
2025-07-21 03:30:00 AM,16.9,87.8,17.0,14.9,point
2025-07-21 04:00:00 AM,16.9,87.6,16.9,14.8,point
2025-07-21 04:30:00 AM,16.9,87.9,16.9,14.8,point
2025-07-21 05:00:00 AM,16.9,88.7,17.1,15.0,point
2025-07-21 05:30:00 AM,17.0,88.9,17.1,15.1,point
2025-07-21 06:00:00 AM,16.9,88.9,17.1,15.1,point
2025-07-21 06:30:00 AM,17.0,89.1,17.1,15.1,point
2025-07-21 07:00:00 AM,16.9,89.0,17.1,15.1,point
2025-07-21 07:30:00 AM,17.0,88.8,17.1,15.1,point
2025-07-21 08:00:00 AM,17.2,89.3,17.3,15.4,point
2025-07-21 08:30:00 AM,17.6,89.8,17.8,15.9,point
2025-07-21 09:00:00 AM,18.1,90.1,18.4,16.5,point
2025-07-21 09:30:00 AM,18.4,88.8,18.7,16.6,point
2025-07-21 10:00:00 AM,20.1,87.1,20.6,17.9,point
2025-07-21 10:30:00 AM,20.3,85.2,20.7,17.7,point
2025-07-21 11:00:00 AM,20.4,85.5,20.9,17.9,point
2025-07-21 11:30:00 AM,20.5,86.0,21.0,18.1,point
2025-07-21 12:00:00 PM,20.6,85.4,21.2,18.1,point
2025-07-21 12:30:00 PM,20.6,85.4,21.0,18.0,point
2025-07-21 01:00:00 PM,20.6,85.5,21.2,18.1,point
2025-07-21 01:30:00 PM,20.6,85.6,21.0,18.1,point
2025-07-21 02:00:00 PM,20.6,85.2,21.2,18.0,point
2025-07-21 02:30:00 PM,20.6,86.0,21.2,18.2,point
2025-07-21 03:00:00 PM,20.6,85.9,21.0,18.1,point
2025-07-21 03:30:00 PM,20.7,86.2,21.2,18.3,point
2025-07-21 04:00:00 PM,22.1,88.7,23.0,20.1,point
2025-07-21 04:30:00 PM,21.7,84.9,22.5,19.1,point
2025-07-21 05:00:00 PM,21.7,85.0,22.4,19.0,point
2025-07-21 05:30:00 PM,21.7,85.3,22.5,19.1,point
2025-07-21 06:00:00 PM,21.7,84.9,22.5,19.1,point
2025-07-21 06:30:00 PM,21.8,86.2,22.5,19.4,point
2025-07-21 07:00:00 PM,21.8,86.0,22.6,19.4,point
2025-07-21 07:30:00 PM,21.7,85.8,22.5,19.2,point
2025-07-21 08:00:00 PM,21.7,85.8,22.4,19.2,point
2025-07-21 08:30:00 PM,21.7,86.1,22.5,19.3,point
2025-07-21 09:00:00 PM,17.0,74.5,16.4,12.4,point
2025-07-21 09:30:00 PM,11.7,68.8,11.1,6.2,point
2025-07-21 10:00:00 PM,8.1,77.9,7.8,4.4,point
2025-07-21 10:30:00 PM,7.0,82.0,6.9,4.1,point
2025-07-21 11:00:00 PM,6.5,84.5,6.5,4.1,point
2025-07-21 11:30:00 PM,6.2,85.8,6.2,4.0,point
2025-07-22 12:00:00 AM,6.0,86.3,6.0,3.9,point
2025-07-22 12:30:00 AM,6.0,87.8,5.9,4.1,point
2025-07-22 01:00:00 AM,6.0,88.1,5.9,4.2,point
2025-07-22 01:30:00 AM,5.9,88.6,5.9,4.2,point
2025-07-22 02:00:00 AM,6.0,89.3,5.9,4.4,point
2025-07-22 02:30:00 AM,6.0,89.3,6.0,4.4,point
2025-07-22 03:00:00 AM,6.1,89.7,6.2,4.6,point
2025-07-22 03:30:00 AM,6.1,89.5,6.2,4.5,point
2025-07-22 04:00:00 AM,6.1,89.8,6.0,4.5,point
2025-07-22 04:30:00 AM,6.1,89.9,6.2,4.6,point
2025-07-22 05:00:00 AM,6.1,89.9,6.2,4.6,point
2025-07-22 05:30:00 AM,6.1,90.3,6.1,4.6,point
2025-07-22 06:00:00 AM,6.1,89.6,6.2,4.5,point
2025-07-22 06:30:00 AM,6.1,90.5,6.2,4.7,point
2025-07-22 07:00:00 AM,6.2,89.9,6.2,4.6,point
2025-07-22 07:30:00 AM,6.0,90.1,6.1,4.5,point
2025-07-22 08:00:00 AM,9.9,100.0,10.3,9.9,point
2025-07-22 08:30:00 AM,16.4,100.0,17.2,16.4,point
2025-07-22 09:00:00 AM,20.7,100.0,21.8,20.7,point
2025-07-22 09:30:00 AM,21.7,90.8,22.6,20.1,point
2025-07-22 10:00:00 AM,21.9,89.2,22.9,20.1,point
2025-07-22 10:30:00 AM,22.0,88.9,22.9,20.1,point
2025-07-22 11:00:00 AM,22.1,88.6,23.1,20.2,point
2025-07-22 11:30:00 AM,22.2,88.6,23.1,20.2,point
2025-07-22 12:00:00 PM,22.1,88.7,23.1,20.1,point
2025-07-22 12:30:00 PM,22.0,88.6,22.9,20.0,point
2025-07-22 01:00:00 PM,22.0,88.7,23.0,20.1,point
2025-07-22 01:30:00 PM,22.0,88.9,22.9,20.1,point
2025-07-22 02:00:00 PM,22.1,88.5,23.1,20.1,point
2025-07-22 02:30:00 PM,22.2,88.1,23.1,20.1,point
2025-07-22 03:00:00 PM,22.0,87.5,22.9,19.8,point
2025-07-22 03:30:00 PM,21.5,88.6,22.4,19.6,point
2025-07-22 04:00:00 PM,21.4,88.9,22.2,19.5,point
2025-07-22 04:30:00 PM,22.4,89.0,23.6,20.5,point
2025-07-22 05:00:00 PM,22.4,89.0,23.4,20.5,point
2025-07-22 05:30:00 PM,22.4,89.3,23.4,20.5,point
2025-07-22 06:00:00 PM,22.4,89.1,23.4,20.5,point
2025-07-22 06:30:00 PM,22.3,88.8,23.4,20.4,point
2025-07-22 07:00:00 PM,22.3,88.6,23.4,20.4,point
2025-07-22 07:30:00 PM,22.4,88.4,23.4,20.4,point
2025-07-22 08:00:00 PM,22.3,88.5,23.4,20.3,point
2025-07-22 08:30:00 PM,22.3,89.1,23.4,20.4,point
2025-07-22 09:00:00 PM,18.8,83.5,18.8,15.9,point
2025-07-22 09:30:00 PM,13.3,70.6,12.7,8.1,point
2025-07-22 10:00:00 PM,8.6,80.0,8.4,5.3,point
2025-07-22 10:30:00 PM,7.3,85.5,7.2,5.0,point
2025-07-22 11:00:00 PM,6.9,87.6,6.9,5.0,point
2025-07-22 11:30:00 PM,6.7,88.2,6.8,4.9,point
2025-07-23 12:00:00 AM,6.5,88.9,6.6,4.8,point
2025-07-23 12:30:00 AM,6.5,89.1,6.5,4.8,point
2025-07-23 01:00:00 AM,6.3,89.5,6.3,4.7,point
2025-07-23 01:30:00 AM,6.2,89.8,6.3,4.7,point
2025-07-23 02:00:00 AM,6.2,89.8,6.2,4.6,point
2025-07-23 02:30:00 AM,6.1,90.5,6.2,4.7,point
2025-07-23 03:00:00 AM,6.1,90.0,6.2,4.6,point
2025-07-23 03:30:00 AM,6.0,90.0,6.0,4.5,point
2025-07-23 04:00:00 AM,6.1,90.8,6.1,4.7,point
2025-07-23 04:30:00 AM,6.1,90.5,6.2,4.7,point
2025-07-23 05:00:00 AM,6.1,90.6,6.1,4.6,point
2025-07-23 05:30:00 AM,6.0,90.8,6.0,4.6,point
2025-07-23 06:00:00 AM,6.0,91.0,6.1,4.7,point
2025-07-23 06:30:00 AM,6.1,91.1,6.2,4.8,point
2025-07-23 07:00:00 AM,6.0,89.9,5.9,4.5,point
2025-07-23 07:30:00 AM,6.0,90.4,6.0,4.5,point
2025-07-23 08:00:00 AM,9.4,100.0,9.7,9.4,point
2025-07-23 08:30:00 AM,16.7,100.0,17.5,16.7,point
2025-07-23 09:00:00 AM,20.6,100.0,21.6,20.6,point
2025-07-23 09:30:00 AM,21.8,92.6,22.9,20.6,point
2025-07-23 10:00:00 AM,22.0,90.1,23.1,20.3,point
2025-07-23 10:30:00 AM,22.1,90.1,23.3,20.4,point
2025-07-23 11:00:00 AM,22.1,90.0,23.3,20.4,point
2025-07-23 11:30:00 AM,22.2,90.1,23.3,20.5,point
2025-07-23 12:00:00 PM,22.1,90.5,23.3,20.5,point
2025-07-23 12:30:00 PM,22.1,90.5,23.3,20.5,point
2025-07-23 01:00:00 PM,22.1,90.1,23.3,20.4,point
2025-07-23 01:30:00 PM,22.2,90.0,23.3,20.4,point
2025-07-23 02:00:00 PM,22.2,89.8,23.3,20.4,point
2025-07-23 02:30:00 PM,22.1,89.4,23.2,20.3,point
2025-07-23 03:00:00 PM,22.2,89.3,23.3,20.4,point
2025-07-23 03:30:00 PM,22.2,88.9,23.2,20.2,point
2025-07-23 04:00:00 PM,22.2,89.1,23.3,20.4,point
2025-07-23 04:30:00 PM,22.3,88.4,23.3,20.3,point
2025-07-23 05:00:00 PM,22.2,88.2,23.3,20.2,point
2025-07-23 05:30:00 PM,22.3,88.5,23.3,20.3,point
2025-07-23 06:00:00 PM,22.3,88.0,23.3,20.2,point
2025-07-23 06:30:00 PM,22.3,87.9,23.3,20.2,point
2025-07-23 07:00:00 PM,22.3,87.1,23.4,20.0,point
2025-07-23 07:30:00 PM,22.4,86.9,23.4,20.1,point
2025-07-23 08:00:00 PM,22.5,86.5,23.5,20.1,point
2025-07-23 08:30:00 PM,22.5,86.2,23.6,20.1,point
2025-07-23 09:00:00 PM,18.5,82.4,18.4,15.4,point
2025-07-23 09:30:00 PM,12.7,73.0,12.1,8.0,point
2025-07-23 10:00:00 PM,7.9,83.2,7.9,5.2,point
2025-07-23 10:30:00 PM,6.9,87.0,6.9,4.9,point
2025-07-23 11:00:00 PM,6.6,87.8,6.5,4.7,point
2025-07-23 11:30:00 PM,6.4,88.4,6.4,4.6,point
2025-07-24 12:00:00 AM,6.2,88.9,6.3,4.5,point
2025-07-24 12:30:00 AM,6.2,89.2,6.2,4.5,point
2025-07-24 01:00:00 AM,6.1,88.5,6.0,4.3,point
2025-07-24 01:30:00 AM,6.0,89.1,6.0,4.3,point
2025-07-24 02:00:00 AM,6.0,89.5,6.0,4.4,point
2025-07-24 02:30:00 AM,6.0,89.9,6.0,4.5,point
2025-07-24 03:00:00 AM,6.1,89.4,6.0,4.5,point
2025-07-24 03:30:00 AM,6.0,89.1,5.9,4.3,point
2025-07-24 04:00:00 AM,6.0,89.5,6.0,4.4,point
2025-07-24 04:30:00 AM,6.0,89.7,6.0,4.5,point
2025-07-24 05:00:00 AM,6.0,89.5,6.0,4.4,point
2025-07-24 05:30:00 AM,6.1,89.8,6.0,4.5,point
2025-07-24 06:00:00 AM,6.1,89.8,6.2,4.6,point
2025-07-24 06:30:00 AM,6.1,90.0,6.1,4.5,point
2025-07-24 07:00:00 AM,6.1,89.8,6.0,4.5,point
2025-07-24 07:30:00 AM,6.1,89.8,6.2,4.6,point
2025-07-24 08:00:00 AM,9.2,100.0,9.6,9.2,point
2025-07-24 08:30:00 AM,15.6,100.0,16.3,15.6,point
2025-07-24 09:00:00 AM,20.7,100.0,21.8,20.7,point
2025-07-24 09:30:00 AM,21.9,86.5,22.9,19.6,point
2025-07-24 10:00:00 AM,22.3,86.3,23.2,19.9,point
2025-07-24 10:30:00 AM,22.3,86.7,23.4,20.0,point
2025-07-24 11:00:00 AM,22.4,86.5,23.4,20.0,point
2025-07-24 11:30:00 AM,22.3,86.2,23.3,19.9,point
2025-07-24 12:00:00 PM,22.4,86.0,23.3,19.9,point
2025-07-24 12:30:00 PM,22.4,85.7,23.4,19.9,point
2025-07-24 01:00:00 PM,22.5,83.9,23.4,19.6,point
2025-07-24 01:30:00 PM,22.3,81.1,23.1,18.9,point
2025-07-24 02:00:00 PM,22.8,81.4,23.6,19.4,point
2025-07-24 02:30:00 PM,20.9,80.1,21.4,17.3,point
2025-07-24 03:00:00 PM,21.0,80.9,21.4,17.6,point
2025-07-24 03:30:00 PM,20.8,80.4,21.1,17.3,point
2025-07-24 04:00:00 PM,20.9,80.2,21.4,17.4,point
2025-07-24 04:30:00 PM,20.8,80.0,21.1,17.2,point
2025-07-24 05:00:00 PM,20.8,79.3,21.3,17.1,point
2025-07-24 05:30:00 PM,20.9,79.0,21.4,17.1,point
2025-07-24 06:00:00 PM,20.7,78.0,20.9,16.7,point
2025-07-24 06:30:00 PM,20.8,77.8,21.0,16.8,point
2025-07-24 07:00:00 PM,20.7,77.2,21.0,16.6,point
2025-07-24 07:30:00 PM,20.7,77.3,20.9,16.6,point
2025-07-24 08:00:00 PM,20.8,76.7,21.1,16.6,point
2025-07-24 08:30:00 PM,20.8,76.9,21.0,16.5,point
2025-07-24 09:00:00 PM,16.6,73.8,16.1,11.9,point
2025-07-24 09:30:00 PM,10.2,68.3,9.6,4.6,point
2025-07-24 10:00:00 PM,6.6,80.9,6.4,3.5,point
2025-07-24 10:30:00 PM,6.0,84.7,6.0,3.6,point
2025-07-24 11:00:00 PM,5.7,86.9,5.7,3.7,point
2025-07-24 11:30:00 PM,5.6,87.6,5.6,3.7,point
2025-07-25 12:00:00 AM,5.5,88.8,5.4,3.8,point
2025-07-25 12:30:00 AM,5.4,88.9,5.4,3.8,point
2025-07-25 01:00:00 AM,5.4,89.5,5.3,3.8,point
2025-07-25 01:30:00 AM,5.4,89.8,5.4,3.9,point
2025-07-25 02:00:00 AM,5.4,89.4,5.3,3.8,point
2025-07-25 02:30:00 AM,5.4,90.2,5.5,3.9,point
2025-07-25 03:00:00 AM,5.4,90.0,5.4,3.9,point
2025-07-25 03:30:00 AM,5.3,90.6,5.4,3.9,point
2025-07-25 04:00:00 AM,5.4,90.4,5.4,3.9,point
2025-07-25 04:30:00 AM,5.4,90.9,5.5,4.0,point
2025-07-25 05:00:00 AM,5.4,90.7,5.5,4.0,point
2025-07-25 05:30:00 AM,5.5,91.0,5.5,4.1,point
2025-07-25 06:00:00 AM,5.3,90.8,5.4,3.9,point
2025-07-25 06:30:00 AM,5.4,90.8,5.5,4.0,point
2025-07-25 07:00:00 AM,5.5,90.5,5.5,4.0,point
2025-07-25 07:30:00 AM,5.6,90.8,5.6,4.2,point
2025-07-25 08:00:00 AM,9.8,100.0,10.2,9.8,point
2025-07-25 08:30:00 AM,16.4,100.0,17.2,16.4,point
2025-07-25 09:00:00 AM,19.8,83.4,20.1,16.9,point
2025-07-25 09:30:00 AM,20.3,82.3,20.7,17.2,point
2025-07-25 10:00:00 AM,20.5,82.7,21.0,17.5,point
2025-07-25 10:30:00 AM,20.6,82.8,21.0,17.6,point
2025-07-25 11:00:00 AM,20.6,82.6,21.1,17.6,point
2025-07-25 11:30:00 AM,20.7,82.0,21.2,17.5,point
2025-07-25 12:00:00 PM,20.6,81.3,21.0,17.3,point
2025-07-25 12:30:00 PM,20.8,80.8,21.2,17.3,point
2025-07-25 01:00:00 PM,20.7,80.4,21.0,17.2,point
2025-07-25 01:30:00 PM,20.6,79.7,21.0,17.0,point
2025-07-25 02:00:00 PM,20.6,79.5,21.0,16.9,point
2025-07-25 02:30:00 PM,20.6,78.8,21.0,16.8,point
2025-07-25 03:00:00 PM,20.7,79.1,21.1,16.9,point
2025-07-25 03:30:00 PM,20.7,78.9,21.1,16.9,point
2025-07-25 04:00:00 PM,21.2,83.6,21.9,18.4,point
2025-07-25 04:30:00 PM,21.3,85.1,21.9,18.7,point
2025-07-25 05:00:00 PM,21.1,85.2,21.8,18.5,point
2025-07-25 05:30:00 PM,21.3,86.3,22.0,18.9,point
2025-07-25 06:00:00 PM,21.2,86.7,22.0,18.9,point
2025-07-25 06:30:00 PM,21.3,87.0,22.0,19.0,point
2025-07-25 07:00:00 PM,21.2,87.0,22.0,19.0,point
2025-07-25 07:30:00 PM,21.2,86.8,22.0,18.9,point
2025-07-25 08:00:00 PM,21.3,87.5,22.0,19.1,point
2025-07-25 08:30:00 PM,21.3,86.7,22.0,19.0,point
2025-07-25 09:00:00 PM,16.7,74.1,16.2,12.1,point
2025-07-25 09:30:00 PM,10.1,67.8,9.5,4.4,point
2025-07-25 10:00:00 PM,6.7,78.9,6.5,3.2,point
2025-07-25 10:30:00 PM,6.1,83.9,6.0,3.5,point
2025-07-25 11:00:00 PM,6.0,86.0,5.9,3.8,point
2025-07-25 11:30:00 PM,5.7,86.8,5.7,3.7,point
2025-07-26 12:00:00 AM,5.7,87.5,5.7,3.8,point
2025-07-26 12:30:00 AM,5.7,88.6,5.6,3.9,point
2025-07-26 01:00:00 AM,5.7,88.7,5.6,4.0,point
2025-07-26 01:30:00 AM,5.7,88.7,5.6,3.9,point
2025-07-26 02:00:00 AM,5.7,89.0,5.6,4.0,point
2025-07-26 02:30:00 AM,5.5,89.3,5.5,3.9,point
2025-07-26 03:00:00 AM,5.7,89.3,5.6,4.1,point
2025-07-26 03:30:00 AM,5.5,89.1,5.5,3.9,point
2025-07-26 04:00:00 AM,5.6,89.5,5.5,4.0,point
2025-07-26 04:30:00 AM,5.6,89.8,5.6,4.1,point
2025-07-26 05:00:00 AM,5.6,89.5,5.6,4.0,point
2025-07-26 05:30:00 AM,5.7,90.3,5.8,4.2,point
